Business Name,Address,Category,Google Maps Link,Website,Email,Phone Number,Rating,Number of Reviews
Cairo Neuropsychiatric Clinic أد. عمرو سليمان,3 el lokanda street in front of ettihadeya Palace,طبيب أمراض عقلية,https://www.google.com/maps/place/Cairo+Neuropsychiatric+Clinic+%D8%A3%D8%AF.+%D8%B9%D9%85%D8%B1%D9%88+%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14583e051cd60ddf:0x4516929beaa780bf!8m2!3d30.090775!4d31.318982!16s%2Fg%2F11clyfmgd4!19sChIJ3w3WHAU-WBQRv4Cn6puSFkU?authuser=0&hl=ar&rclk=1,,,011 14479198,3.0,2
مركز القاهرة الطبى لجراحات التجميل والليزر,02 22663622,عيادة جراحة التجميل,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9+%D8%A7%D9%84%D8%B7%D8%A8%D9%89+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%A7%D9%84%D9%84%D9%8A%D8%B2%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x1458166b5df81d15:0x86cfc7a60afc3769!8m2!3d30.1026667!4d31.3718577!16s%2Fg%2F1tfljqhg!19sChIJFR34XWsWWBQRaTf8CqbHz4Y?authuser=0&hl=ar&rclk=1,https://www.facebook.com/CCosmoCenter,,02 22663622,4.9,204
YOU Skin & Laser Clinic | Dr. Rasha Hamed,011 11150517,عيادة طبية,https://www.google.com/maps/place/YOU+Skin+%26+Laser+Clinic+%7C+Dr.+Rasha+Hamed/data=!4m7!3m6!1s0x14583da7827ce039:0xf21fa4f7abb7c1a0!8m2!3d30.0213097!4d31.4347757!16s%2Fg%2F11g4c65ky0!19sChIJOeB8gqc9WBQRoMG3q_ekH_I?authuser=0&hl=ar&rclk=1,https://www.instagram.com/youclinic.eg?igsh=bnN0eThhem9tNDEw,,011 11150517,4.7,191
Dr Mobasher dental clinic,"Dalia Derma Medical Park Elite, محور السادات",عِيادة أسنان,https://www.google.com/maps/place/Dr+Mobasher+dental+clinic/data=!4m7!3m6!1s0x145819e7bc3f3225:0xd39fdb8244e4ecda!8m2!3d30.05386!4d31.4919361!16s%2Fg%2F11mxhrtx6x!19sChIJJTI_vOcZWBQR2uzkRILbn9M?authuser=0&hl=ar&rclk=1,https://www.facebook.com/Dr.mobasher.clinic/,,011 18555743,5.0,208
Nouvel Age Aesthetic Clinic Cairo Festival City Mall - عيادات نوفيلاج للتجميل كايرو فستيفال سيتى مول,"Mall Shop, No.1-08",عيادة للعناية بالبشرة,https://www.google.com/maps/place/Nouvel+Age+Aesthetic+Clinic+Cairo+Festival+City+Mall+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D9%86%D9%88%D9%81%D9%8A%D9%84%D8%A7%D8%AC+%D9%84%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%83%D8%A7%D9%8A%D8%B1%D9%88+%D9%81%D8%B3%D8%AA%D9%8A%D9%81%D8%A7%D9%84+%D8%B3%D9%8A%D8%AA%D9%89+%D9%85%D9%88%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14583d2c7f215313:0xa1d99a6b1c837575!8m2!3d30.0292823!4d31.4075928!16s%2Fg%2F11qg4mcdfj!19sChIJE1Mhfyw9WBQRdXWDHGua2aE?authuser=0&hl=ar&rclk=1,http://www.nouvelageclinic.com/,info@nouvelageclinic.com,010 00323176,4.8,362
Kaissar clinics د.باهر عاطف قيصر,"3rd district east Elsadat road, grand mall , 2nd floor, clinic 1 and 2، Elshrook city، القاهرة 11837, Egypt الدور ٢ عياده ١ ، ٢ Cairo القاهره",مركز طبي,https://www.google.com/maps/place/Kaissar+clinics+%D8%AF.%D8%A8%D8%A7%D9%87%D8%B1+%D8%B9%D8%A7%D8%B7%D9%81+%D9%82%D9%8A%D8%B5%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14581d6278823e49:0xb5aab9380464bff1!8m2!3d30.1498047!4d31.6278009!16s%2Fg%2F11dflf6p5h!19sChIJST6CeGIdWBQR8b9kBDi5qrU?authuser=0&hl=ar&rclk=1,http://www.kaissarclinics.com/,,012 11114933,4.6,67
We Care Dental Clinic - New Cairo,012 81333210,عِيادة أسنان,https://www.google.com/maps/place/We+Care+Dental+Clinic+-+New+Cairo/data=!4m7!3m6!1s0x145822c33b8808f1:0xf70bebfbb8251ce2!8m2!3d30.0258854!4d31.4645514!16s%2Fg%2F11gfh07hgk!19sChIJ8QiIO8MiWBQR4hwluPvrC_c?authuser=0&hl=ar&rclk=1,http://wecaregypt.co/,,012 81333210,4.4,116
Psych Clinics Cairo,011 18758886,طبيب أمراض عقلية,https://www.google.com/maps/place/Psych+Clinics+Cairo/data=!4m7!3m6!1s0x14583f562a612807:0x6bf24a199591a801!8m2!3d30.0672773!4d31.3231382!16s%2Fg%2F11fhz689f0!19sChIJByhhKlY_WBQRAaiRlRlK8ms?authuser=0&hl=ar&rclk=1,https://m.facebook.com/PsychClinics/,,011 18758886,4.3,16
Dental District Cairo - Serving New Cairo,"Clinic 2099, Medical Park Elite Mall, Rehab City",طبيب أسنان,https://www.google.com/maps/place/Dental+District+Cairo+-+Serving+New+Cairo/data=!4m7!3m6!1s0x145819d53d66ad93:0x24a04411c1624771!8m2!3d30.0538454!4d31.492386!16s%2Fg%2F11ktczvhkf!19sChIJk61mPdUZWBQRcUdiwRFEoCQ?authuser=0&hl=ar&rclk=1,https://www.dentaldistrictcairo.net/,user@domain.com,010 00240229,5.0,40
د . ميشيل البير عبد الملك,010 21535796,عيادة علاج طبيعي,https://www.google.com/maps/place/%D8%AF+.+%D9%85%D9%8A%D8%B4%D9%8A%D9%84+%D8%A7%D9%84%D8%A8%D9%8A%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%85%D9%84%D9%83%E2%80%AD/data=!4m7!3m6!1s0x1458414456b94289:0xb5baa6cfff721ae!8m2!3d30.0085625!4d31.4571875!16s%2Fg%2F11fn0v183r!19sChIJiUK5VkRBWBQRriH3_2yqWws?authuser=0&hl=ar&rclk=1,,,010 21535796,5.0,266
Maurice Dental Clinic - Dr. Rami Maurice,012 08882626,عِيادة أسنان,https://www.google.com/maps/place/Maurice+Dental+Clinic+-+Dr.+Rami+Maurice/data=!4m7!3m6!1s0x14583e1df0dff9c7:0x454f364b28be3e6a!8m2!3d30.0892002!4d31.3378683!16s%2Fg%2F119v546sq!19sChIJx_nf8B0-WBQRaj6-KEs2T0U?authuser=0&hl=ar&rclk=1,http://www.mauricedental.com/,,012 08882626,5.0,83
Helio Dental Clinics,011 50044446,عِيادة أسنان,https://www.google.com/maps/place/Helio+Dental+Clinics/data=!4m7!3m6!1s0x14583fce55b8d4b5:0x53a40610eac8abb4!8m2!3d30.0868816!4d31.3001117!16s%2Fg%2F1hdzklw4g!19sChIJtdS4Vc4_WBQRtKvI6hAGpFM?authuser=0&hl=ar&rclk=1,http://www.heliodental.com/,info@heliodental.com,011 50044446,4.5,49
Dr. Omar ElDidi - The Dentist Clinics,010 17555505,عِيادة أسنان,https://www.google.com/maps/place/Dr.+Omar+ElDidi+-+The+Dentist+Clinics/data=!4m7!3m6!1s0x14583ddba3f87e89:0x3df166250b300331!8m2!3d30.0553591!4d31.3621334!16s%2Fg%2F11cs5p0ywh!19sChIJiX74o9s9WBQRMQMwCyVm8T0?authuser=0&hl=ar&rclk=1,https://thedentistclinics.com/,book@thedentistclinics.com,010 17555505,4.8,202
Eden Skin and Cosmetic Clinic,012 20030665,عيادة للعناية بالبشرة,https://www.google.com/maps/place/Eden+Skin+and+Cosmetic+Clinic/data=!4m7!3m6!1s0x1458166b255ba459:0x1f197a07b27047de!8m2!3d30.1016875!4d31.3734561!16s%2Fg%2F11bw7k2p3k!19sChIJWaRbJWsWWBQR3kdwsgd6GR8?authuser=0&hl=ar&rclk=1,,,012 20030665,4.0,23
